_id,name,slug,open_hours,_id_city,slug_city,_id_category,name_category,slug_category,coordinates,longitude,latitude,average_rating,rating_count,rating_specifics,spending_time,open_time,close_time
6153035dbb9968a8d3525981,دریاچه بختگان,bakhtegan-lake-shiraz,"[0, 0]",6140a4bd2dc2260e43ffa307,shiraz-city,612b815e2d28e7b40b49ae90,جاذبه‌ی طبیعی,natural_attractions,"[29.3455487, 53.8770533]",29.3455487,53.8770533,3.8333333333333335,6,"{'1': 0, '2': 1, '3': 2, '4': 0, '5': 3}",120,0,0
61530448837b47a5692b18e6,کوه شاه قلات,kuh-e-shah-qalat-shiraz,"[0, 0]",6140a4bd2dc2260e43ffa307,shiraz-city,612b815e2d28e7b40b49ae90,جاذبه‌ی طبیعی,natural_attractions,"[29.8315646, 52.3247963]",29.8315646,52.3247963,4.75,8,"{'1': 0, '2': 0, '3': 0, '4': 2, '5': 6}",120,0,0
61530696837b47a5692b18e7,دریاچه مهارلو,maharlu-lake-of-shiraz,"[0, 0]",6140a4bd2dc2260e43ffa307,shiraz-city,612b815e2d28e7b40b49ae90,جاذبه‌ی طبیعی,natural_attractions,"[29.4678267, 52.7700743]",29.4678267,52.7700743,4.685714285714286,35,"{'1': 0, '2': 0, '3': 3, '4': 5, '5': 27}",120,0,0
6153131cbb9968a8d3525988,هتل اطلس,atlas-hotel-isfahan,"[0, 0]",6140a4235c49bb986631011b,isfahan-city,612b815e2d28e7b40b49aeb8,هتل,Hotel,"[32.8614776, 51.5671611]",32.8614776,51.5671611,4.444444444444445,9,"{'1': 0, '2': 0, '3': 0, '4': 5, '5': 4}",180,0,0
61531408837b47a5692b18ec,هتل طوطیا,totia-hotel,"[0, 0]",6140a4235c49bb986631011b,isfahan-city,612b815e2d28e7b40b49aeb8,هتل,Hotel,"[32.665361, 51.6675]",32.665361,51.6675,3.0,3,"{'1': 0, '2': 0, '3': 3, '4': 0, '5': 0}",180,0,0
6153187f837b47a5692b18ed,هتل سعدی,saadi-hotel-in-isfahan,"[0, 0]",6140a4235c49bb986631011b,isfahan-city,612b815e2d28e7b40b49aeb8,هتل,Hotel,"[32.6486611, 51.6667908]",32.6486611,51.6667908,4.0,3,"{'1': 0, '2': 0, '3': 1, '4': 1, '5': 1}",180,0,0
615319a7837b47a5692b18ee,هتل نگین جی,negin-jey-hotel-isfahan,"[0, 0]",6140a4235c49bb986631011b,isfahan-city,612b815e2d28e7b40b49aeb8,هتل,Hotel,"[32.6572269, 51.7393699]",32.6572269,51.7393699,4.0,5,"{'1': 0, '2': 0, '3': 1, '4': 3, '5': 1}",180,0,0
61531a77a5e04db3e9ed4f20,هتل کارون,karoon-hotel-isfahan,"[0, 0]",6140a4235c49bb986631011b,isfahan-city,612b815e2d28e7b40b49aeb8,هتل,Hotel,"[32.6402251, 51.6531128]",32.6402251,51.6531128,3.6,5,"{'1': 0, '2': 0, '3': 3, '4': 1, '5': 1}",180,0,0
61531b88bb9968a8d3525989,خانه مسافر مینوسا,minoosa-guest-house-isfahan,"[0, 0]",6140a4235c49bb986631011b,isfahan-city,612b815e2d28e7b40b49aeb8,هتل,Hotel,"[32.6440537, 51.6755728]",32.6440537,51.6755728,4.333333333333333,3,"{'1': 0, '2': 0, '3': 0, '4': 2, '5': 1}",180,0,0
61531c5c837b47a5692b18ef,هتل سپاهان,sepahan-hotel-isfahan,"[0, 0]",6140a4235c49bb986631011b,isfahan-city,612b815e2d28e7b40b49aeb8,هتل,Hotel,"[32.6516102, 51.6837899]",32.6516102,51.6837899,3.7777777777777777,9,"{'1': 1, '2': 1, '3': 1, '4': 2, '5': 4}",180,0,0
61531d0d837b47a5692b18f0,هتل آپارتمان شروین,shervin-apartment-hotel-isfahan,"[0, 0]",6140a4235c49bb986631011b,isfahan-city,612b815e2d28e7b40b49aeb8,هتل,Hotel,"[32.6591506, 51.6826625]",32.6591506,51.6826625,2.6666666666666665,3,"{'1': 1, '2': 0, '3': 1, '4': 1, '5': 0}",180,0,0
61531dc5837b47a5692b18f1,هتل ایران,iran-hotel-isfahan,"[0, 0]",6140a4235c49bb986631011b,isfahan-city,612b815e2d28e7b40b49aeb8,هتل,Hotel,"[32.6550288, 51.6687021]",32.6550288,51.6687021,4.5,4,"{'1': 0, '2': 0, '3': 0, '4': 2, '5': 2}",180,0,0
61531e5ebb9968a8d352598a,هتل ماهان,mahan-hotel-in-isfahan,"[0, 0]",6140a4235c49bb986631011b,isfahan-city,612b815e2d28e7b40b49aeb8,هتل,Hotel,"[32.6461016, 51.701738]",32.6461016,51.701738,2.0,8,"{'1': 5, '2': 0, '3': 1, '4': 2, '5': 0}",180,0,0
61531f2dbb9968a8d352598b,هتل آفتاب,aftab-hotel-in-isfahan,"[0, 0]",6140a4235c49bb986631011b,isfahan-city,612b815e2d28e7b40b49aeb8,هتل,Hotel,"[32.7138778, 51.7264594]",32.7138778,51.7264594,3.3333333333333335,3,"{'1': 1, '2': 0, '3': 0, '4': 1, '5': 1}",180,0,0
61531ffe837b47a5692b18f2,هتل دانشمند,daneshmand-hotel-isfahan,"[0, 0]",6140a4235c49bb986631011b,isfahan-city,612b815e2d28e7b40b49aeb8,هتل,Hotel,"[32.6764378, 51.6715629]",32.6764378,51.6715629,3.6666666666666665,15,"{'1': 2, '2': 2, '3': 2, '4': 2, '5': 7}",180,0,0
615322c6a5e04db3e9ed4f21,هتل سنتی عتیق,atigh-traditional-hotel,"[0, 0]",6140a4235c49bb986631011b,isfahan-city,612b815e2d28e7b40b49aeb8,هتل,Hotel,"[32.6672101, 51.6869963]",32.6672101,51.6869963,3.909090909090909,22,"{'1': 3, '2': 2, '3': 1, '4': 4, '5': 12}",180,0,0
6154071d837b47a5692b18f3,دشت ارژن,dasht-arjan-shiraz,"[0, 0]",6140a4bd2dc2260e43ffa307,shiraz-city,612b815e2d28e7b40b49ae90,جاذبه‌ی طبیعی,natural_attractions,"[29.660702, 51.9809103]",29.660702,51.9809103,4.352941176470588,17,"{'1': 1, '2': 0, '3': 1, '4': 5, '5': 10}",120,0,0
61540b29bb9968a8d352598c,دریاچه طشک,tashk-lake-neyriz,"[0, 0]",6140a4bd2dc2260e43ffa307,shiraz-city,612b815e2d28e7b40b49ae90,جاذبه‌ی طبیعی,natural_attractions,"[29.7022406, 53.5708573]",29.7022406,53.5708573,4.111111111111111,9,"{'1': 0, '2': 0, '3': 3, '4': 2, '5': 4}",120,0,0
61540d35bb9968a8d352598d,پارک کوهستانی دراک,derak-highland-park-shiraz,"[480, 1380]",6140a4bd2dc2260e43ffa307,shiraz-city,612b815e2d28e7b40b49ae90,جاذبه‌ی طبیعی,natural_attractions,"[29.7011365, 52.4185205]",29.7011365,52.4185205,4.25,8,"{'1': 1, '2': 0, '3': 0, '4': 2, '5': 5}",120,480,1380
61541f00bb9968a8d352598e,آبشار مارگون,margoon-waterfall-fars,"[0, 0]",6140a4bd2dc2260e43ffa307,shiraz-city,612b815e2d28e7b40b49ae90,جاذبه‌ی طبیعی,natural_attractions,"[30.4906578, 51.8945241]",30.4906578,51.8945241,4.888888888888889,18,"{'1': 0, '2': 0, '3': 0, '4': 2, '5': 16}",120,0,0
615421b5a5e04db3e9ed4f22,دریاچه کافتر,kaftar-lake-eghlid,"[0, 0]",6140a4bd2dc2260e43ffa307,shiraz-city,612b815e2d28e7b40b49ae90,جاذبه‌ی طبیعی,natural_attractions,"[30.5464402, 52.742861]",30.5464402,52.742861,4.125,8,"{'1': 0, '2': 0, '3': 2, '4': 3, '5': 3}",120,0,0
6154229bbb9968a8d352598f,پاساژ تمدن,tamadon-shopping-center-in-rasht,"[600, 1320]",61409a04f24eeee04882db8c,rasht-city,612b815e2d28e7b40b49aeb4,بازار و خرید,shopping,"[37.2760853, 49.5793176]",37.2760853,49.5793176,3.5,6,"{'1': 0, '2': 1, '3': 3, '4': 0, '5': 2}",180,600,1320
61545ccda5e04db3e9ed4f23,خانه سلطان القرایی,soltan-gharaei-house-tabriz,"[0, 0]",6140a4862dc2260e43ffa306,tabriz-city,612b815e2d28e7b40b49ae8f,جاذبه‌های گردشگری,urban_attractions,"[38.0938318, 46.2867599]",38.0938318,46.2867599,4.8,5,"{'1': 0, '2': 0, '3': 0, '4': 1, '5': 4}",120,0,0
61546a74a5e04db3e9ed4f25,هایپرمارکت هادی پور,hyper-market-hadipour-in-rasht,"[450, 1500]",61409a04f24eeee04882db8c,rasht-city,612b815e2d28e7b40b49aeb4,بازار و خرید,shopping,"[37.2631472, 49.5806583]",37.2631472,49.5806583,3.0,5,"{'1': 0, '2': 2, '3': 2, '4': 0, '5': 1}",180,450,1500
6154768ba5e04db3e9ed4f26,پاساژ ارک,ark-shopping-mall-in-tabriz,"[540, 1290]",6140a4862dc2260e43ffa306,tabriz-city,612b815e2d28e7b40b49aeb4,بازار و خرید,shopping,"[38.0734913, 46.2871491]",38.0734913,46.2871491,4.5,6,"{'1': 0, '2': 0, '3': 1, '4': 1, '5': 4}",180,540,1290
615477b2a5e04db3e9ed4f27,سینما فرهنگ شیراز,cinema-farhang-in-shiraz,"[0, 0]",6140a4bd2dc2260e43ffa307,shiraz-city,612b815e2d28e7b40b49ae8f,جاذبه‌های گردشگری,urban_attractions,"[29.6274372, 52.5573098]",29.6274372,52.5573098,4.0,5,"{'1': 0, '2': 1, '3': 0, '4': 2, '5': 2}",120,0,0
615d5e1ca5e04db3e9ed4f29,هتل آناهیتا,anahita-hotel-shiraz,"[0, 0]",6140a4bd2dc2260e43ffa307,shiraz-city,612b815e2d28e7b40b49aeb8,هتل,Hotel,"[29.6088092, 52.5591794]",29.6088092,52.5591794,3.0,4,"{'1': 0, '2': 1, '3': 2, '4': 1, '5': 0}",180,0,0
615d5ff9a5e04db3e9ed4f2a,بوتیک هتل سنتی داروش,darvash-hotel-shiraz,"[0, 0]",6140a4bd2dc2260e43ffa307,shiraz-city,612b815e2d28e7b40b49aeb8,هتل,Hotel,"[29.6109617, 52.5386659]",29.6109617,52.5386659,4.3,10,"{'1': 0, '2': 0, '3': 1, '4': 5, '5': 4}",180,0,0
615d623125ea8adc7dde568a,هتل مرآت,meraat-hotel-mashhad,"[0, 0]",6140a5085c49bb986631011c,mashhad-city,612b815e2d28e7b40b49aeb8,هتل,Hotel,"[36.277222, 59.6038968]",36.277222,59.6038968,3.9411764705882355,17,"{'1': 2, '2': 1, '3': 3, '4': 1, '5': 10}",180,0,0
615d688225ea8adc7dde568b,هتل بشری,boshra-hotel-mashhad,"[0, 0]",6140a5085c49bb986631011c,mashhad-city,612b815e2d28e7b40b49aeb8,هتل,Hotel,"[36.286243, 59.609162]",36.286243,59.609162,4.833333333333333,6,"{'1': 0, '2': 0, '3': 0, '4': 1, '5': 5}",180,0,0
615d6d58a5e04db3e9ed4f2b,هتل تهران,tehran-hotel-mashahd,"[0, 0]",6140a5085c49bb986631011c,mashhad-city,612b815e2d28e7b40b49aeb8,هتل,Hotel,"[36.280662, 59.6101405]",36.280662,59.6101405,4.55,20,"{'1': 0, '2': 1, '3': 2, '4': 2, '5': 15}",180,0,0
615d763ba5e04db3e9ed4f2c,هتل دیپلمات,diplomat-hotel-mashhad,"[0, 0]",6140a5085c49bb986631011c,mashhad-city,612b815e2d28e7b40b49aeb8,هتل,Hotel,"[36.30416, 59.620444]",36.30416,59.620444,4.541666666666667,24,"{'1': 1, '2': 0, '3': 0, '4': 7, '5': 16}",180,0,0
615d817a25ea8adc7dde568d,هتل کوثر,kowsar-hotel-mashhad,"[0, 0]",6140a5085c49bb986631011c,mashhad-city,612b815e2d28e7b40b49aeb8,هتل,Hotel,"[36.2814146, 59.6149407]",36.2814146,59.6149407,2.727272727272727,11,"{'1': 5, '2': 1, '3': 1, '4': 0, '5': 4}",180,0,0
615d85fbc81d50b6328383f3,هتل آتور,atoor-hotel-mashhad,"[0, 0]",6140a5085c49bb986631011c,mashhad-city,612b815e2d28e7b40b49aeb8,هتل,Hotel,"[36.277406, 59.6078461]",36.277406,59.6078461,4.333333333333333,3,"{'1': 0, '2': 0, '3': 1, '4': 0, '5': 2}",180,0,0
615d862dc81d50b6328383f4,هتل صدرا,sadra-hotel-shiraz,"[0, 0]",6140a4bd2dc2260e43ffa307,shiraz-city,612b815e2d28e7b40b49aeb8,هتل,Hotel,"[29.6204711, 52.5408835]",29.6204711,52.5408835,3.75,4,"{'1': 0, '2': 0, '3': 2, '4': 1, '5': 1}",180,0,0
615d876ada496e8c85f5deb0,هتل پردیسان,pardisan-hotel-mashhad,"[0, 0]",6140a5085c49bb986631011c,mashhad-city,612b815e2d28e7b40b49aeb8,هتل,Hotel,"[36.3007737, 59.5364713]",36.3007737,59.5364713,4.666666666666667,6,"{'1': 0, '2': 0, '3': 1, '4': 0, '5': 5}",180,0,0
615d88eb1e23da7b9049e3dc,هتل پاویون,pavion-hotel-mashhad,"[0, 0]",6140a5085c49bb986631011c,mashhad-city,612b815e2d28e7b40b49aeb8,هتل,Hotel,"[36.2789371, 59.6120436]",36.2789371,59.6120436,2.9,10,"{'1': 4, '2': 0, '3': 2, '4': 1, '5': 3}",180,0,0
615d89e81e23da7b9049e3dd,هتل فرید,farid-hotel-mashhad,"[0, 0]",6140a5085c49bb986631011c,mashhad-city,612b815e2d28e7b40b49aeb8,هتل,Hotel,"[36.294218, 59.578262]",36.294218,59.578262,4.5,4,"{'1': 0, '2': 0, '3': 1, '4': 0, '5': 3}",180,0,0
616086c5e6ca40e3ee675b46,رستوران ایتالیایی نیوشا اصفهان,newsha-italian-restaurant-isfahan,"[720, 1380]",6140a4235c49bb986631011b,isfahan-city,612b815e2d28e7b40b49ae84,خورد و خوراک,food,"[32.6352097, 51.6585806]",32.6352097,51.6585806,3.3333333333333335,3,"{'1': 1, '2': 0, '3': 0, '4': 1, '5': 1}",60,720,1380
61608a78e6ca40e3ee675b47,رستوران آراخوان اصفهان,arakhan-resturant-isfahan,"[0, 0]",6140a4235c49bb986631011b,isfahan-city,612b815e2d28e7b40b49ae84,خورد و خوراک,food,"[32.6412111, 51.6668759]",32.6412111,51.6668759,3.0,4,"{'1': 1, '2': 0, '3': 1, '4': 2, '5': 0}",60,0,0
61608b9dc3fbf357cfdc1e79,پیتزا تعطیلات اصفهان,pizza-tatilat-isfahan,"[0, 0]",6140a4235c49bb986631011b,isfahan-city,612b815e2d28e7b40b49ae84,خورد و خوراک,food,"[32.6331944, 51.6541583]",32.6331944,51.6541583,2.5,2,"{'1': 0, '2': 1, '3': 1, '4': 0, '5': 0}",60,0,0
61608fe6c3fbf357cfdc1e7a,هتل کاسپین,caspian-hotel-tabriz,"[0, 0]",6140a4862dc2260e43ffa306,tabriz-city,612b815e2d28e7b40b49aeb8,هتل,Hotel,"[38.0782541, 46.3079497]",38.0782541,46.3079497,3.5555555555555554,9,"{'1': 3, '2': 0, '3': 0, '4': 1, '5': 5}",180,0,0
616090ce8fb120d37ea0cf75,هتل استقبال,esteghbal-hotel-tabriz,"[0, 0]",6140a4862dc2260e43ffa306,tabriz-city,612b815e2d28e7b40b49aeb8,هتل,Hotel,"[38.0818462, 46.3034155]",38.0818462,46.3034155,4.75,12,"{'1': 0, '2': 0, '3': 0, '4': 3, '5': 9}",180,0,0
616091b58fb120d37ea0cf76,رستوران پیزریا,pizzeria-restaurant-rasht,"[0, 0]",61409a04f24eeee04882db8c,rasht-city,612b815e2d28e7b40b49ae84,خورد و خوراک,food,"[37.3066091, 49.5860242]",37.3066091,49.5860242,3.0,7,"{'1': 3, '2': 0, '3': 0, '4': 2, '5': 2}",60,0,0
616096ebe6ca40e3ee675b48,هتل رودکی,roodaki-hotel-shiraz,"[0, 0]",6140a4bd2dc2260e43ffa307,shiraz-city,612b815e2d28e7b40b49aeb8,هتل,Hotel,"[29.6209683, 52.5409699]",29.6209683,52.5409699,3.357142857142857,14,"{'1': 3, '2': 0, '3': 4, '4': 3, '5': 4}",180,0,0
61609804e6ca40e3ee675b49,هتل شیرازیس,shirazis-hotel-shiraz,"[0, 0]",6140a4bd2dc2260e43ffa307,shiraz-city,612b815e2d28e7b40b49aeb8,هتل,Hotel,"[29.6216702, 52.5415168]",29.6216702,52.5415168,4.3125,16,"{'1': 0, '2': 0, '3': 2, '4': 7, '5': 7}",180,0,0
6160994de6ca40e3ee675b4a,هتل آپارتمان جام جم,jaamejam-hotel-shiraz,"[0, 0]",6140a4bd2dc2260e43ffa307,shiraz-city,612b815e2d28e7b40b49aeb8,هتل,Hotel,"[29.6212341, 52.5399065]",29.6212341,52.5399065,4.0,4,"{'1': 0, '2': 0, '3': 2, '4': 0, '5': 2}",180,0,0
61614596c3fbf357cfdc1e7b,هتل ابریشم,abrisham-hotel-mshhad,"[0, 0]",6140a5085c49bb986631011c,mashhad-city,612b815e2d28e7b40b49aeb8,هتل,Hotel,"[36.2814983, 59.612434]",36.2814983,59.612434,4.666666666666667,3,"{'1': 0, '2': 0, '3': 0, '4': 1, '5': 2}",180,0,0
61614f22e6ca40e3ee675b4b,هتل آیران,ayran-hotel-mshhad,"[0, 0]",6140a5085c49bb986631011c,mashhad-city,612b815e2d28e7b40b49aeb8,هتل,Hotel,"[36.2782913, 59.6119594]",36.2782913,59.6119594,3.75,4,"{'1': 0, '2': 0, '3': 2, '4': 1, '5': 1}",180,0,0
616150b5e6ca40e3ee675b4c,هتل جوادیه,javadieh-hotel-mashhad,"[0, 0]",6140a5085c49bb986631011c,mashhad-city,612b815e2d28e7b40b49aeb8,هتل,Hotel,"[36.2930479, 59.6261373]",36.2930479,59.6261373,3.5,22,"{'1': 2, '2': 5, '3': 5, '4': 0, '5': 10}",180,0,0
616152048fb120d37ea0cf77,هتل آپارتمان ملل,melal-hotel-mashhad,"[0, 0]",6140a5085c49bb986631011c,mashhad-city,612b815e2d28e7b40b49aeb8,هتل,Hotel,"[36.2834599, 59.6113722]",36.2834599,59.6113722,3.6666666666666665,3,"{'1': 0, '2': 0, '3': 2, '4': 0, '5': 1}",180,0,0
61615344e6ca40e3ee675b4d,هتل ادریس مشهد,edris-hotel-mashhad,"[0, 0]",6140a5085c49bb986631011c,mashhad-city,612b815e2d28e7b40b49aeb8,هتل,Hotel,"[36.284248, 59.6130104]",36.284248,59.6130104,2.7777777777777777,9,"{'1': 3, '2': 1, '3': 2, '4': 1, '5': 2}",180,0,0
61615465c3fbf357cfdc1e7c,هتل گل گندم شباهنگ,gole-gandom-hotel-mashhad,"[0, 0]",6140a5085c49bb986631011c,mashhad-city,612b815e2d28e7b40b49aeb8,هتل,Hotel,"[36.2640096, 59.5967945]",36.2640096,59.5967945,3.6153846153846154,26,"{'1': 4, '2': 1, '3': 6, '4': 5, '5': 10}",180,0,0
61615e03c3fbf357cfdc1e7d,هتل قصر خورشید,sun-palace-hotel-apartments-mashhad,"[0, 0]",6140a5085c49bb986631011c,mashhad-city,612b815e2d28e7b40b49aeb8,هتل,Hotel,"[36.2727941, 59.6220468]",36.2727941,59.6220468,3.9285714285714284,14,"{'1': 1, '2': 0, '3': 2, '4': 7, '5': 4}",180,0,0
61615edde6ca40e3ee675b4e,هتل ساوین,savin-hotel-mashhad,"[0, 0]",6140a5085c49bb986631011c,mashhad-city,612b815e2d28e7b40b49aeb8,هتل,Hotel,"[36.2781703, 59.6103115]",36.2781703,59.6103115,3.75,4,"{'1': 0, '2': 0, '3': 2, '4': 1, '5': 1}",180,0,0
61615fb58fb120d37ea0cf78,هتل پارمیدا,parmida-hotel-mashhad,"[0, 0]",6140a5085c49bb986631011c,mashhad-city,612b815e2d28e7b40b49aeb8,هتل,Hotel,"[36.274975, 59.6063299]",36.274975,59.6063299,3.3278688524590163,61,"{'1': 15, '2': 6, '3': 4, '4': 16, '5': 20}",180,0,0
616160b58fb120d37ea0cf79,هتل مینو,minoo-hotel-mashhad,"[0, 0]",6140a5085c49bb986631011c,mashhad-city,612b815e2d28e7b40b49aeb8,هتل,Hotel,"[36.2771347, 59.6069124]",36.2771347,59.6069124,3.8,5,"{'1': 0, '2': 1, '3': 1, '4': 1, '5': 2}",180,0,0
61616257c3fbf357cfdc1e7e,هتل باختر,bakhtar-hotel-mashhad,"[0, 0]",6140a5085c49bb986631011c,mashhad-city,612b815e2d28e7b40b49aeb8,هتل,Hotel,"[36.2881276, 59.5971645]",36.2881276,59.5971645,3.75,4,"{'1': 0, '2': 0, '3': 2, '4': 1, '5': 1}",180,0,0
61629cc4318374541e0f8070,هتل پتروشیمی,petrochemical-hotel-tabriz,"[0, 0]",6140a4862dc2260e43ffa306,tabriz-city,612b815e2d28e7b40b49aeb8,هتل,Hotel,"[38.0632063, 46.339174]",38.0632063,46.339174,4.285714285714286,7,"{'1': 0, '2': 1, '3': 0, '4': 2, '5': 4}",180,0,0
6162a12e318374541e0f8071,هتل آفریقا,africa-hotel-mashhad,"[0, 0]",6140a5085c49bb986631011c,mashhad-city,612b815e2d28e7b40b49aeb8,هتل,Hotel,"[36.27354, 59.6144121]",36.27354,59.6144121,2.4285714285714284,14,"{'1': 7, '2': 2, '3': 0, '4': 2, '5': 3}",180,0,0
6162a4ef88e724743cfbe7f3,هتل فجر,fajr-hotel-mashhad,"[0, 0]",6140a5085c49bb986631011c,mashhad-city,612b815e2d28e7b40b49aeb8,هتل,Hotel,"[36.2757623, 59.6103247]",36.2757623,59.6103247,3.8333333333333335,6,"{'1': 0, '2': 1, '3': 1, '4': 2, '5': 2}",180,0,0
